,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,st_rad,st_mass,st_met,sy_dist,decade_of_discovery,pl_type,st_compactness
2316,Kepler-1566 b,Kepler-1566,1,1,Transit,2016,0.53991524,0.79,0.81,0.84,-0.07,466.586,2010s,Terrestrial,1.037037037037037
2317,Kepler-1567 b,Kepler-1567,1,1,Transit,2016,153.979578,2.73,0.93,0.95,-0.03,1206.11,2010s,Sub-Neptune,1.021505376344086
2318,Kepler-1568 b,Kepler-1568,1,1,Transit,2016,20.925392,1.3,1.19,1.09,0.09,916.313,2010s,Super-Earth,0.9159663865546219
2319,Kepler-1569 b,Kepler-1569,1,1,Transit,2016,5.79180156,1.68,1.4,1.25,0.06,945.454,2010s,Super-Earth,0.8928571428571429
2320,Kepler-157 b,Kepler-157,1,3,Transit,2014,1.732342,1.32,1.04,1.02,-0.059,773.713,2010s,Super-Earth,0.9807692307692307
2321,Kepler-157 c,Kepler-157,1,3,Transit,2014,13.5405,2.24,1.04,1.02,-0.059,773.713,2010s,Sub-Neptune,0.9807692307692307
2322,Kepler-157 d,Kepler-157,1,3,Transit,2016,7.02573474,1.46,1.03,1.02,-0.01,773.713,2010s,Super-Earth,0.9902912621359223
2323,Kepler-1570 b,Kepler-1570,1,1,Transit,2016,26.548955,1.07,0.89,0.92,-0.04,918.995,2010s,Super-Earth,1.0337078651685394
2324,Kepler-1571 b,Kepler-1571,1,1,Transit,2016,3.38555488,1.52,1.39,1.23,0.04,675.303,2010s,Super-Earth,0.8848920863309353
2325,Kepler-1572 b,Kepler-1572,1,1,Transit,2016,5.49548621,0.94,0.95,0.97,0.08,946.602,2010s,Terrestrial,1.0210526315789474
2326,Kepler-1573 b,Kepler-1573,1,1,Transit,2016,2.6157554,1.2,1.0,1.01,0.02,1455.36,2010s,Super-Earth,1.01
2327,Kepler-1574 b,Kepler-1574,1,1,Transit,2016,6.9424334,1.29,1.08,1.06,0.08,1384.16,2010s,Super-Earth,0.9814814814814815
2328,Kepler-1575 b,Kepler-1575,1,1,Transit,2016,2.55314213,1.31,0.92,0.95,-0.07,1246.92,2010s,Super-Earth,1.0326086956521738
2329,Kepler-1576 b,Kepler-1576,1,1,Transit,2016,6.98471973,1.04,1.06,1.05,0.05,460.91,2010s,Super-Earth,0.9905660377358491
2330,Kepler-1577 b,Kepler-1577,1,1,Transit,2016,6.30560247,1.13,0.74,0.78,0.0,510.029,2010s,Super-Earth,1.0540540540540542
2331,Kepler-1578 b,Kepler-1578,1,1,Transit,2016,1.45088691,1.04,0.86,0.9,-0.13,1064.05,2010s,Super-Earth,1.0465116279069768
2332,Kepler-1579 b,Kepler-1579,1,1,Transit,2016,0.84990789,0.84,0.7,0.75,0.11,466.0,2010s,Terrestrial,1.0714285714285714
2333,Kepler-158 b,Kepler-158,1,2,Transit,2014,16.709184,2.12,0.62,0.66,-0.03,315.177,2010s,Sub-Neptune,1.0645161290322582
2334,Kepler-158 c,Kepler-158,1,2,Transit,2014,28.551383,1.9,0.62,0.66,-0.03,315.177,2010s,Sub-Neptune,1.0645161290322582
2335,Kepler-1580 b,Kepler-1580,1,1,Transit,2016,56.6449279,2.11,2.15,1.47,0.12,1002.02,2010s,Sub-Neptune,0.6837209302325582
2336,Kepler-1581 b,Kepler-1581,1,1,Transit,2016,6.28385491,0.8,1.23,1.12,0.07,493.175,2010s,Terrestrial,0.910569105691057
2337,Kepler-1582 b,Kepler-1582,1,1,Transit,2016,4.83817712,1.49,0.3,0.28,0.48,78.8906,2010s,Super-Earth,0.9333333333333335
2338,Kepler-1583 b,Kepler-1583,1,1,Transit,2016,9.32807355,0.6,0.91,0.94,-0.07,403.933,2010s,Terrestrial,1.0329670329670328
2339,Kepler-1584 b,Kepler-1584,1,1,Transit,2016,13.3997099,1.61,1.13,1.1,0.0,1416.31,2010s,Super-Earth,0.9734513274336285
2340,Kepler-1585 b,Kepler-1585,1,1,Transit,2016,3.5827463,1.79,0.91,0.94,0.08,944.465,2010s,Sub-Neptune,1.0329670329670328
2341,Kepler-1586 b,Kepler-1586,1,1,Transit,2016,15.6049212,1.52,1.75,1.45,0.06,552.55,2010s,Super-Earth,0.8285714285714285
2342,Kepler-1587 b,Kepler-1587,1,1,Transit,2016,9.4060467,1.33,1.22,1.08,0.07,1026.48,2010s,Super-Earth,0.8852459016393444
2343,Kepler-1588 b,Kepler-1588,1,1,Transit,2016,7.84931739,0.76,0.99,0.96,-0.14,924.141,2010s,Terrestrial,0.9696969696969697
2344,Kepler-1589 b,Kepler-1589,1,1,Transit,2016,0.99166527,1.09,1.25,1.18,0.08,1513.14,2010s,Super-Earth,0.944
2345,Kepler-159 b,Kepler-159,1,2,Transit,2014,10.139623,2.38,0.66,0.63,-0.28,373.744,2010s,Sub-Neptune,0.9545454545454545
2346,Kepler-159 c,Kepler-159,1,2,Transit,2014,43.595792,3.41,0.66,0.63,-0.28,373.744,2010s,Sub-Neptune,0.9545454545454545
2347,Kepler-1590 b,Kepler-1590,1,1,Transit,2016,7.61760804,1.14,1.16,1.11,0.03,771.152,2010s,Super-Earth,0.9568965517241381
2348,Kepler-1591 b,Kepler-1591,1,1,Transit,2016,8.18504949,1.27,1.16,1.1,0.01,1419.58,2010s,Super-Earth,0.9482758620689656
2349,Kepler-1592 b,Kepler-1592,1,1,Transit,2016,3.05710069,1.54,1.28,1.18,0.04,1639.47,2010s,Super-Earth,0.9218749999999999
2350,Kepler-1593 b,Kepler-1593,1,1,Transit,2016,174.509835,3.17,0.77,0.81,0.02,638.249,2010s,Sub-Neptune,1.051948051948052
2351,Kepler-1594 b,Kepler-1594,1,1,Transit,2016,2.71603809,1.06,1.08,1.06,0.03,976.868,2010s,Super-Earth,0.9814814814814815
2352,Kepler-1595 b,Kepler-1595,1,1,Transit,2016,4.56380468,1.23,0.8,0.84,-0.02,845.022,2010s,Super-Earth,1.0499999999999998
2353,Kepler-1596 b,Kepler-1596,1,1,Transit,2016,66.373379,1.9,0.92,0.95,-0.11,2146.23,2010s,Sub-Neptune,1.0326086956521738
2354,Kepler-1597 b,Kepler-1597,1,1,Transit,2016,2.94654179,1.06,1.39,1.25,0.02,1221.05,2010s,Super-Earth,0.8992805755395684
2355,Kepler-1598 b,Kepler-1598,1,1,Transit,2016,4.34195123,0.95,1.09,1.07,0.04,619.862,2010s,Terrestrial,0.981651376146789
2356,Kepler-1599 b,Kepler-1599,1,1,Transit,2016,122.363553,1.62,0.99,0.99,0.02,1328.2,2010s,Super-Earth,1.0
2357,Kepler-16 b,Kepler-16,2,1,Transit,2011,228.776,8.449,0.65,0.69,-0.3,75.0852,2010s,Jovian,1.0615384615384613
2358,Kepler-160 b,Kepler-160,1,3,Transit,2014,4.309397,1.715,1.12,0.97,0.14,937.013,2010s,Super-Earth,0.8660714285714285
2359,Kepler-160 c,Kepler-160,1,3,Transit,2014,13.699429,3.76,1.12,0.97,0.14,937.013,2010s,Sub-Jovian,0.8660714285714285
2360,Kepler-1600 b,Kepler-1600,1,2,Transit,2016,386.370548,3.13,0.82,0.86,0.07,1030.81,2010s,Sub-Neptune,1.048780487804878
2361,Kepler-1600 c,Kepler-1600,1,2,Transit,2021,7.29804993,1.942,0.83,0.82,0.1,1030.81,2020s,Sub-Neptune,0.9879518072289156
2362,Kepler-1601 b,Kepler-1601,1,1,Transit,2016,2.20921951,0.82,1.07,1.04,0.05,644.456,2010s,Terrestrial,0.9719626168224299
2363,Kepler-1602 b,Kepler-1602,1,1,Transit,2016,11.17931605,1.34,1.36,1.22,0.02,629.804,2010s,Super-Earth,0.8970588235294117
2364,Kepler-1603 b,Kepler-1603,1,1,Transit,2016,2.27163926,1.29,1.31,1.21,0.07,2712.58,2010s,Super-Earth,0.9236641221374046
2365,Kepler-1604 b,Kepler-1604,1,1,Transit,2016,0.68368426,1.41,0.76,0.81,0.02,541.189,2010s,Super-Earth,1.0657894736842106
2366,Kepler-1605 b,Kepler-1605,1,1,Transit,2016,85.7565495,1.08,0.82,0.86,-0.01,546.23,2010s,Super-Earth,1.048780487804878
2367,Kepler-1606 b,Kepler-1606,1,1,Transit,2016,196.435224,2.07,0.86,0.9,0.01,831.287,2010s,Sub-Neptune,1.0465116279069768
2368,Kepler-1607 b,Kepler-1607,1,1,Transit,2016,13.6473676,0.92,1.21,1.14,0.05,1286.1,2010s,Terrestrial,0.9421487603305785
2369,Kepler-1608 b,Kepler-1608,1,1,Transit,2016,16.4735686,1.73,0.72,0.75,-0.24,832.0,2010s,Super-Earth,1.0416666666666667
2370,Kepler-1609 b,Kepler-1609,1,1,Transit,2016,114.34219,2.22,1.27,1.18,0.1,1826.04,2010s,Sub-Neptune,0.9291338582677164
2371,Kepler-161 b,Kepler-161,1,2,Transit,2014,4.921355,2.12,0.81,0.86,0.07,434.632,2010s,Sub-Neptune,1.0617283950617282
2372,Kepler-161 c,Kepler-161,1,2,Transit,2014,7.06424,2.05,0.81,0.86,0.07,434.632,2010s,Sub-Neptune,1.0617283950617282
2373,Kepler-1610 b,Kepler-1610,1,1,Transit,2016,8.70181574,1.61,0.87,0.91,0.1,864.331,2010s,Super-Earth,1.0459770114942528
2374,Kepler-1611 b,Kepler-1611,1,1,Transit,2016,5.1762429,0.81,0.93,0.94,0.01,908.444,2010s,Terrestrial,1.010752688172043
2375,Kepler-1612 b,Kepler-1612,1,1,Transit,2016,3.91795101,1.03,0.94,0.96,0.03,764.726,2010s,Super-Earth,1.0212765957446808
2376,Kepler-1613 b,Kepler-1613,1,1,Transit,2016,1.5184299,2.08,1.12,1.08,0.01,1508.33,2010s,Sub-Neptune,0.9642857142857143
2377,Kepler-1614 b,Kepler-1614,1,1,Transit,2016,3.9466141,1.49,0.76,0.79,-0.17,1191.19,2010s,Super-Earth,1.0394736842105263
2378,Kepler-1615 b,Kepler-1615,1,1,Transit,2016,47.3126192,2.06,1.05,1.04,0.06,1393.83,2010s,Sub-Neptune,0.9904761904761905
2379,Kepler-1616 b,Kepler-1616,1,1,Transit,2016,6.76284377,1.02,1.34,1.21,0.02,1137.81,2010s,Super-Earth,0.9029850746268656
2380,Kepler-1617 b,Kepler-1617,1,1,Transit,2016,27.4785572,1.2,1.22,1.15,0.01,898.31,2010s,Super-Earth,0.9426229508196721
2381,Kepler-1618 b,Kepler-1618,1,1,Transit,2016,6.10826019,1.26,1.65,1.41,0.04,1229.25,2010s,Super-Earth,0.8545454545454545
2382,Kepler-1619 b,Kepler-1619,1,1,Transit,2016,23.6225913,0.76,1.0,1.0,-0.07,734.85,2010s,Terrestrial,1.0
2383,Kepler-162 b,Kepler-162,1,2,Transit,2014,6.919798,1.26,0.96,0.95,0.03,855.641,2010s,Super-Earth,0.9895833333333334
2384,Kepler-162 c,Kepler-162,1,2,Transit,2014,19.446355,3.03,0.96,0.95,0.03,855.641,2010s,Sub-Neptune,0.9895833333333334
2385,Kepler-1620 b,Kepler-1620,1,1,Transit,2016,101.951829,1.61,1.23,1.15,0.03,895.069,2010s,Super-Earth,0.9349593495934959
2386,Kepler-1621 b,Kepler-1621,1,1,Transit,2016,92.263714,2.16,1.24,1.15,0.03,1631.66,2010s,Sub-Neptune,0.9274193548387096
2387,Kepler-1622 b,Kepler-1622,1,1,Transit,2016,10.8118737,1.47,1.5,1.31,0.04,796.477,2010s,Super-Earth,0.8733333333333334
2388,Kepler-1623 b,Kepler-1623,1,1,Transit,2016,4.36128348,1.31,1.0,1.0,0.04,837.481,2010s,Super-Earth,1.0
2389,Kepler-1624 b,Kepler-1624,1,1,Transit,2016,3.29030452,5.7,0.47,0.5,0.06,258.979,2010s,Sub-Jovian,1.0638297872340425
2390,Kepler-1625 b,Kepler-1625,1,1,Transit,2016,287.378949,6.06,0.94,0.96,0.01,2310.11,2010s,Jovian,1.0212765957446808
2391,Kepler-1626 b,Kepler-1626,1,1,Transit,2016,4.13962966,2.02,1.85,1.51,0.04,1368.83,2010s,Sub-Neptune,0.8162162162162162
2392,Kepler-1627 b,Kepler-1627,1,1,Transit,2016,7.20283653,3.69,0.84,0.87,-0.1,317.437,2010s,Sub-Jovian,1.0357142857142858
2393,Kepler-1628 b,Kepler-1628,1,1,Transit,2016,76.378033,6.43,0.52,0.55,0.17,352.0,2010s,Jovian,1.0576923076923077
2394,Kepler-1629 b,Kepler-1629,1,1,Transit,2016,3.87595807,0.77,1.01,1.01,0.05,336.09,2010s,Terrestrial,1.0
2395,Kepler-163 b,Kepler-163,1,2,Transit,2014,7.810937,1.05,0.92,0.88,0.141,689.814,2010s,Super-Earth,0.9565217391304347
2396,Kepler-163 c,Kepler-163,1,2,Transit,2014,21.347262,2.26,0.92,0.88,0.141,689.814,2010s,Sub-Neptune,0.9565217391304347
2397,Kepler-1630 b,Kepler-1630,1,1,Transit,2016,509.997402,2.19,0.63,0.66,-0.46,331.213,2010s,Sub-Neptune,1.0476190476190477
2398,Kepler-1631 b,Kepler-1631,1,1,Transit,2016,4.09513932,1.35,0.95,0.97,0.04,1305.99,2010s,Super-Earth,1.0210526315789474
2399,Kepler-1632 b,Kepler-1632,1,1,Transit,2016,448.303558,2.47,1.19,1.12,0.0,716.76,2010s,Sub-Neptune,0.9411764705882354
2400,Kepler-1633 b,Kepler-1633,1,1,Transit,2016,186.404271,1.58,1.32,1.2,0.02,1114.91,2010s,Super-Earth,0.9090909090909091
2401,Kepler-1634 b,Kepler-1634,1,1,Transit,2016,374.876239,3.19,0.89,0.92,0.02,617.339,2010s,Sub-Neptune,1.0337078651685394
2402,Kepler-1635 b,Kepler-1635,1,1,Transit,2016,469.63111,3.64,0.85,0.89,0.06,1069.45,2010s,Sub-Jovian,1.0470588235294118
2403,Kepler-1636 b,Kepler-1636,1,1,Transit,2016,425.47785,3.23,1.02,1.01,0.03,1947.54,2010s,Sub-Neptune,0.9901960784313726
2404,Kepler-1637 b,Kepler-1637,1,1,Transit,2016,6.10960324,0.89,1.02,1.02,0.07,567.187,2010s,Terrestrial,1.0
2405,Kepler-1638 b,Kepler-1638,1,1,Transit,2016,259.33683,1.87,0.95,0.97,-0.01,1525.52,2010s,Sub-Neptune,1.0210526315789474
2406,Kepler-1639 b,Kepler-1639,1,1,Transit,2016,9.878482,2.58,1.18,1.12,-0.03,1031.31,2010s,Sub-Neptune,0.9491525423728815
2407,Kepler-164 b,Kepler-164,1,3,Transit,2014,5.03503,1.41,1.15,1.09,0.0,890.758,2010s,Super-Earth,0.9478260869565219
2408,Kepler-164 c,Kepler-164,1,3,Transit,2014,10.945723,2.73,1.15,1.09,0.0,890.758,2010s,Sub-Neptune,0.9478260869565219
2409,Kepler-164 d,Kepler-164,1,3,Transit,2014,28.986769,2.45,1.15,1.09,0.0,890.758,2010s,Sub-Neptune,0.9478260869565219
2410,Kepler-1640 b,Kepler-1640,1,1,Transit,2016,7.5844126,4.82,1.43,1.27,0.1,1859.78,2010s,Sub-Jovian,0.8881118881118881
2411,Kepler-1641 b,Kepler-1641,1,2,Transit,2016,19.672266,3.11,1.19,1.12,-0.02,860.37,2010s,Sub-Neptune,0.9411764705882354
2412,Kepler-1641 c,Kepler-1641,1,2,Transit,2016,32.657212,2.95,1.19,1.12,-0.02,860.37,2010s,Sub-Neptune,0.9411764705882354
2413,Kepler-1642 b,Kepler-1642,1,2,Transit,2016,12.2057513,3.2,0.84,0.88,-0.01,413.873,2010s,Sub-Neptune,1.0476190476190477
2414,Kepler-1642 c,Kepler-1642,1,2,Transit,2016,6.6513802,2.66,0.84,0.88,-0.01,413.873,2010s,Sub-Neptune,1.0476190476190477
2415,Kepler-1643 b,Kepler-1643,1,1,Transit,2016,5.34264507,2.3,0.88,0.92,-0.01,341.774,2010s,Sub-Neptune,1.0454545454545454
2416,Kepler-1644 b,Kepler-1644,1,1,Transit,2016,21.0907758,1.88,0.86,0.89,-0.1,629.27,2010s,Sub-Neptune,1.0348837209302326
2417,Kepler-1645 b,Kepler-1645,1,1,Transit,2016,16.1779561,1.78,1.02,1.02,0.04,1202.47,2010s,Sub-Neptune,1.0
2418,Kepler-1646 b,Kepler-1646,1,1,Transit,2016,4.48558383,1.23,0.26,0.24,0.04,127.591,2010s,Super-Earth,0.923076923076923
2419,Kepler-1647 b,Kepler-1647,2,1,Transit,2016,1107.5923,11.874,1.79,1.22,-0.14,1212.45,2010s,Jovian,0.6815642458100558
2420,Kepler-1649 b,Kepler-1649,1,2,Transit,2017,8.689099,1.017,0.23,0.2,-0.15,92.1913,2010s,Super-Earth,0.8695652173913043
2421,Kepler-1649 c,Kepler-1649,1,2,Transit,2020,19.53527,1.06,0.23,0.2,-0.15,92.1913,2020s,Super-Earth,0.8695652173913043
2422,Kepler-165 b,Kepler-165,1,2,Transit,2014,8.180848,2.32,0.77,0.79,0.12,560.885,2010s,Sub-Neptune,1.025974025974026
2423,Kepler-165 c,Kepler-165,1,2,Transit,2014,15.31299,2.23,0.77,0.79,0.12,560.885,2010s,Sub-Neptune,1.025974025974026
2424,Kepler-1650 b,Kepler-1650,1,1,Transit,2017,1.53818001,0.96,0.33,0.33,-0.11,134.397,2010s,Terrestrial,1.0
2425,Kepler-1651 b,Kepler-1651,2,1,Transit,2017,9.87863917,1.84,0.5,0.52,-0.16,66.4074,2010s,Sub-Neptune,1.04
2426,Kepler-1652 b,Kepler-1652,1,1,Transit,2017,38.09722,1.6,0.38,0.4,-0.3,252.0,2010s,Super-Earth,1.0526315789473684
2427,Kepler-1653 b,Kepler-1653,1,1,Transit,2017,140.2524,2.17,0.69,0.72,-0.18,755.0,2010s,Sub-Neptune,1.0434782608695652
2428,Kepler-1654 b,Kepler-1654,1,1,Transit,2018,1047.8356,9.18,1.18,1.01,-0.088,568.117,2010s,Jovian,0.8559322033898306
2429,Kepler-1655 b,Kepler-1655,1,1,Transit,2018,11.8728787,2.213,1.03,1.03,-0.24,213.26,2010s,Sub-Neptune,1.0
2430,Kepler-1656 b,Kepler-1656,1,2,Transit,2018,31.562,4.52,1.1,1.03,0.19,185.875,2010s,Sub-Jovian,0.9363636363636363
2431,Kepler-1656 c,Kepler-1656,1,2,Radial Velocity,2022,1919.0,14.0,1.1,1.03,0.19,185.875,2020s,Jovian,0.9363636363636363
2432,Kepler-1658 b,Kepler-1658,1,1,Transit,2019,3.84937278,11.994,2.89,1.45,-0.18,788.238,2010s,Jovian,0.5017301038062283
2433,Kepler-166 b,Kepler-166,1,3,Transit,2014,7.650254,2.27,0.74,0.88,-0.03,603.53,2010s,Sub-Neptune,1.1891891891891893
2434,Kepler-166 c,Kepler-166,1,3,Transit,2014,34.260281,2.38,0.74,0.88,-0.03,603.53,2010s,Sub-Neptune,1.1891891891891893
2435,Kepler-166 d,Kepler-166,1,3,Transit,2016,1.55400393,1.73,0.83,0.88,-0.03,603.53,2010s,Super-Earth,1.0602409638554218
2436,Kepler-1661 b,Kepler-1661,2,1,Transit,2020,175.06,3.87,0.76,0.84,-0.12,410.607,2020s,Sub-Jovian,1.1052631578947367
2437,Kepler-1663 b,Kepler-1663,1,1,Transit,2020,17.6046,3.304,0.63,0.61,0.06,337.926,2020s,Sub-Neptune,0.9682539682539683
2438,Kepler-1664 b,Kepler-1664,1,1,Transit,2020,14.3868,3.033,1.07,0.94,0.37,626.691,2020s,Sub-Neptune,0.8785046728971961
2439,Kepler-1665 b,Kepler-1665,1,1,Transit,2020,11.9548,2.839,0.78,0.84,-0.013,335.515,2020s,Sub-Neptune,1.0769230769230769
2440,Kepler-1666 b,Kepler-1666,1,2,Transit,2020,25.8476,2.883,1.15,1.23,-0.2,1379.37,2020s,Sub-Neptune,1.0695652173913044
2441,Kepler-1666 c,Kepler-1666,1,2,Transit,2020,40.7157,3.236,1.15,1.23,-0.2,1379.37,2020s,Sub-Neptune,1.0695652173913044
2442,Kepler-1667 b,Kepler-1667,1,1,Transit,2020,83.5781,2.984,1.09,1.09,-0.26,626.819,2020s,Sub-Neptune,1.0
2443,Kepler-1668 b,Kepler-1668,1,1,Transit,2020,15.434,4.348,1.02,0.98,0.07,1335.64,2020s,Sub-Jovian,0.9607843137254901
2444,Kepler-1669 b,Kepler-1669,1,2,Transit,2020,9.51216,2.78,0.71,0.67,-0.23,543.444,2020s,Sub-Neptune,0.943661971830986
2445,Kepler-1669 c,Kepler-1669,1,2,Transit,2021,1.60932005,1.901,0.6,0.61,-0.2,543.444,2020s,Sub-Neptune,1.0166666666666666
2446,Kepler-167 b,Kepler-167,2,4,Transit,2014,4.3931632,1.615,0.73,0.77,-0.03,341.908,2010s,Super-Earth,1.0547945205479452
2447,Kepler-167 c,Kepler-167,2,4,Transit,2014,7.406114,1.548,0.73,0.77,-0.03,341.908,2010s,Super-Earth,1.0547945205479452
2448,Kepler-167 d,Kepler-167,2,4,Transit,2016,21.803855,1.194,0.73,0.77,-0.03,341.908,2010s,Super-Earth,1.0547945205479452
2449,Kepler-167 e,Kepler-167,2,4,Transit,2016,1071.23228,10.15,0.73,0.77,-0.03,341.908,2010s,Jovian,1.0547945205479452
2450,Kepler-1670 b,Kepler-1670,1,1,Transit,2020,20.4998,3.356,1.52,1.05,-0.08,2065.98,2020s,Sub-Neptune,0.6907894736842105
2451,Kepler-1671 b,Kepler-1671,1,1,Transit,2020,4.16787,1.326,0.93,0.87,0.25,357.059,2020s,Super-Earth,0.9354838709677419
2452,Kepler-1672 b,Kepler-1672,1,1,Transit,2020,150.878,2.97,1.09,1.16,-0.25,391.181,2020s,Sub-Neptune,1.0642201834862384
2453,Kepler-1673 b,Kepler-1673,1,1,Transit,2020,33.7888,2.936,1.13,1.11,0.228,727.187,2020s,Sub-Neptune,0.9823008849557524
2454,Kepler-1674 b,Kepler-1674,1,1,Transit,2020,62.5611,3.206,0.88,0.96,0.056,1012.48,2020s,Sub-Neptune,1.0909090909090908
2455,Kepler-1675 b,Kepler-1675,1,1,Transit,2020,63.0382,3.125,1.13,1.06,0.254,651.117,2020s,Sub-Neptune,0.9380530973451329
2456,Kepler-1677 b,Kepler-1677,1,1,Transit,2020,22.064,2.702,1.25,1.11,0.108,735.369,2020s,Sub-Neptune,0.8880000000000001
2457,Kepler-1678 b,Kepler-1678,1,1,Transit,2020,147.974,3.304,0.83,1.03,0.0,847.339,2020s,Sub-Neptune,1.2409638554216869
2458,Kepler-1679 b,Kepler-1679,1,1,Transit,2020,9.75376,2.069,0.87,0.96,-0.04,909.28,2020s,Sub-Neptune,1.103448275862069
2459,Kepler-168 b,Kepler-168,1,2,Transit,2014,4.425391,1.46,1.11,1.11,0.09,1343.6,2010s,Super-Earth,1.0
2460,Kepler-168 c,Kepler-168,1,2,Transit,2014,13.193242,2.69,1.11,1.11,0.09,1343.6,2010s,Sub-Neptune,1.0
2461,Kepler-1680 b,Kepler-1680,1,1,Transit,2020,8.77424,1.36,0.72,0.83,0.2,310.315,2020s,Super-Earth,1.1527777777777777
2462,Kepler-1681 b,Kepler-1681,1,1,Transit,2020,69.8956,2.553,0.76,0.89,0.106,758.3,2020s,Sub-Neptune,1.1710526315789473
2463,Kepler-1682 b,Kepler-1682,1,1,Transit,2020,14.8334,2.889,0.84,0.99,-0.048,1159.85,2020s,Sub-Neptune,1.1785714285714286
2464,Kepler-1683 b,Kepler-1683,1,1,Transit,2020,15.0337,1.875,0.9,0.95,0.16,733.143,2020s,Sub-Neptune,1.0555555555555556
2465,Kepler-1684 b,Kepler-1684,1,1,Transit,2020,47.7055,2.871,0.67,0.75,0.127,621.996,2020s,Sub-Neptune,1.1194029850746268
2466,Kepler-1685 b,Kepler-1685,1,1,Transit,2020,20.4905,2.577,0.84,0.96,0.21,1141.89,2020s,Sub-Neptune,1.1428571428571428
2467,Kepler-1686 b,Kepler-1686,1,1,Transit,2020,9.30987,1.426,1.2,1.02,0.077,729.823,2020s,Super-Earth,0.8500000000000001
2468,Kepler-1687 b,Kepler-1687,1,1,Transit,2020,5.77954,1.656,0.73,0.65,-0.14,417.014,2020s,Super-Earth,0.8904109589041096
2469,Kepler-1688 b,Kepler-1688,1,1,Transit,2020,5.62012,1.262,0.75,0.81,-0.046,567.4468709,2020s,Super-Earth,1.08
2470,Kepler-1689 b,Kepler-1689,1,1,Transit,2020,8.483,0.947,1.0,1.02,-0.146,294.122,2020s,Terrestrial,1.02
2471,Kepler-169 b,Kepler-169,1,5,Transit,2014,3.250619,1.13,0.76,0.84,0.05,406.529,2010s,Super-Earth,1.1052631578947367
2472,Kepler-169 c,Kepler-169,1,5,Transit,2014,6.195469,1.21,0.76,0.84,0.05,406.529,2010s,Super-Earth,1.1052631578947367
2473,Kepler-169 d,Kepler-169,1,5,Transit,2014,8.348125,1.25,0.76,0.84,0.05,406.529,2010s,Super-Earth,1.1052631578947367
2474,Kepler-169 e,Kepler-169,1,5,Transit,2014,13.767102,2.2,0.76,0.84,0.05,406.529,2010s,Sub-Neptune,1.1052631578947367
2475,Kepler-169 f,Kepler-169,1,5,Transit,2014,87.090195,2.58,0.76,0.84,0.05,406.529,2010s,Sub-Neptune,1.1052631578947367
2476,Kepler-1690 b,Kepler-1690,1,1,Transit,2020,234.636,2.811,0.86,0.94,0.0,703.789,2020s,Sub-Neptune,1.0930232558139534
2477,Kepler-1691 b,Kepler-1691,1,1,Transit,2020,3.8482,1.835,1.13,1.11,0.16,1267.67,2020s,Sub-Neptune,0.9823008849557524
2478,Kepler-1692 b,Kepler-1692,1,1,Transit,2020,5.95966,1.112,0.87,0.87,0.36,591.019,2020s,Super-Earth,1.0
2479,Kepler-1693 b,Kepler-1693,1,2,Transit,2020,12.0999,1.289,0.88,0.95,0.026,760.065,2020s,Super-Earth,1.0795454545454546
2480,Kepler-1693 c,Kepler-1693,1,2,Transit,2021,5.36370993,0.977,1.1,0.94,0.16,760.065,2020s,Terrestrial,0.8545454545454544
2481,Kepler-1694 b,Kepler-1694,1,1,Transit,2020,3.89526,1.18,0.76,0.82,0.14,513.329,2020s,Super-Earth,1.0789473684210527
2482,Kepler-1695 b,Kepler-1695,1,1,Transit,2020,4.7329,1.119,0.99,0.96,-0.035,791.175,2020s,Super-Earth,0.9696969696969697
2483,Kepler-1696 b,Kepler-1696,1,1,Transit,2020,65.9409,2.81,1.2,1.02,-0.04,1506.36,2020s,Sub-Neptune,0.8500000000000001
2484,Kepler-1697 b,Kepler-1697,1,1,Transit,2020,33.4969,1.26,0.77,0.75,0.034,247.771,2020s,Super-Earth,0.974025974025974
2485,Kepler-1698 b,Kepler-1698,1,1,Transit,2020,1.2107,1.073,0.74,0.82,0.08,222.345,2020s,Super-Earth,1.1081081081081081
2486,Kepler-1699 b,Kepler-1699,1,1,Transit,2020,3.49082,1.567,0.72,0.81,0.225,818.759,2020s,Super-Earth,1.1250000000000002
2487,Kepler-17 b,Kepler-17,1,1,Transit,2011,1.4857108,14.68,1.01,1.04,0.26,720.753,2010s,Jovian,1.0297029702970297
2488,Kepler-170 b,Kepler-170,1,2,Transit,2014,7.930592,3.2,1.03,1.09,0.31,738.657,2010s,Sub-Neptune,1.058252427184466
2489,Kepler-170 c,Kepler-170,1,2,Transit,2014,16.665863,2.86,1.03,1.09,0.31,738.657,2010s,Sub-Neptune,1.058252427184466
2490,Kepler-1700 b,Kepler-1700,1,1,Transit,2020,234.239,2.901,1.09,1.12,0.16,717.597,2020s,Sub-Neptune,1.0275229357798166
2491,Kepler-1701 b,Kepler-1701,1,1,Transit,2020,169.134,2.222,0.84,0.87,0.03,584.142,2020s,Sub-Neptune,1.0357142857142858
2492,Kepler-1702 b,Kepler-1702,1,1,Transit,2020,18.5012,1.602,0.73,0.85,-0.24,857.14,2020s,Super-Earth,1.1643835616438356
2493,Kepler-1704 b,Kepler-1704,1,1,Transit,2013,988.88113,11.938,1.7,1.13,0.196,835.455,2010s,Jovian,0.6647058823529411
