,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,st_rad,st_mass,st_met,sy_dist,decade_of_discovery,pl_type,st_compactness
2494,Kepler-1705 b,Kepler-1705,1,2,Transit,2014,9.03502,2.03,1.26,1.14,-0.2,1633.49,2010s,Sub-Neptune,0.9047619047619047
2495,Kepler-1705 c,Kepler-1705,1,2,Transit,2021,11.28,2.05,1.26,1.14,-0.2,1633.49,2020s,Sub-Neptune,0.9047619047619047
2496,Kepler-1708 b,Kepler-1708,1,1,Transit,2021,737.1131,9.96,1.12,1.09,0.0,1666.69,2020s,Jovian,0.9732142857142857
2497,Kepler-1709 b,Kepler-1709,1,1,Transit,2021,65.70459747,3.124,1.04,1.0,-0.04,273.946,2020s,Sub-Neptune,0.9615384615384615
2498,Kepler-171 b,Kepler-171,1,3,Transit,2014,4.166972,2.34,0.84,0.91,0.11,863.855,2010s,Sub-Neptune,1.0833333333333335
2499,Kepler-171 c,Kepler-171,1,3,Transit,2014,11.463462,2.56,0.84,0.91,0.11,863.855,2010s,Sub-Neptune,1.0833333333333335
2500,Kepler-171 d,Kepler-171,1,3,Transit,2014,39.595519,1.89,0.84,0.91,0.11,863.855,2010s,Sub-Neptune,1.0833333333333335
2501,Kepler-1710 b,Kepler-1710,1,1,Transit,2021,14.91110039,3.197,0.9,0.93,-0.04,305.193,2020s,Sub-Neptune,1.0333333333333334
2502,Kepler-1711 b,Kepler-1711,1,1,Transit,2021,21.06080055,1.923,1.03,0.94,0.0,590.268,2020s,Sub-Neptune,0.9126213592233009
2503,Kepler-1712 b,Kepler-1712,1,1,Transit,2021,13.81499958,2.284,0.51,0.52,0.02,156.264,2020s,Sub-Neptune,1.0196078431372548
2504,Kepler-1713 b,Kepler-1713,1,1,Transit,2021,18.01160049,1.717,1.46,1.3,0.1,295.293,2020s,Super-Earth,0.8904109589041096
2505,Kepler-1714 b,Kepler-1714,1,1,Transit,2021,10.27530003,3.264,2.09,1.45,0.22,409.46,2020s,Sub-Neptune,0.6937799043062202
2506,Kepler-1715 b,Kepler-1715,1,1,Transit,2021,35.59730148,4.14,1.21,1.08,-0.04,522.605,2020s,Sub-Jovian,0.8925619834710745
2507,Kepler-1716 b,Kepler-1716,1,1,Transit,2021,35.58100128,2.425,0.68,0.75,-0.24,195.439,2020s,Sub-Neptune,1.102941176470588
2508,Kepler-1717 b,Kepler-1717,1,1,Transit,2021,30.65279961,2.989,1.64,1.16,-0.06,1008.79,2020s,Sub-Neptune,0.7073170731707317
2509,Kepler-1718 b,Kepler-1718,1,1,Transit,2021,135.1880035,2.569,0.91,0.85,-0.32,375.522,2020s,Sub-Neptune,0.934065934065934
2510,Kepler-1719 b,Kepler-1719,1,1,Transit,2021,6.14955997,3.95,1.77,1.08,0.04,905.406,2020s,Sub-Jovian,0.6101694915254238
2511,Kepler-172 b,Kepler-172,1,4,Transit,2014,2.940309,2.35,1.08,1.0,0.23,828.592,2010s,Sub-Neptune,0.9259259259259258
2512,Kepler-172 c,Kepler-172,1,4,Transit,2014,6.388996,2.86,1.08,1.0,0.23,828.592,2010s,Sub-Neptune,0.9259259259259258
2513,Kepler-172 d,Kepler-172,1,4,Transit,2014,14.627119,2.25,1.08,1.0,0.23,828.592,2010s,Sub-Neptune,0.9259259259259258
2514,Kepler-172 e,Kepler-172,1,4,Transit,2014,35.118736,2.76,1.08,1.0,0.23,828.592,2010s,Sub-Neptune,0.9259259259259258
2515,Kepler-1720 b,Kepler-1720,1,1,Transit,2021,12.70639992,3.216,0.84,0.94,-0.04,629.445,2020s,Sub-Neptune,1.119047619047619
2516,Kepler-1721 b,Kepler-1721,1,1,Transit,2021,4.59238005,3.119,0.8,0.89,-0.04,641.374,2020s,Sub-Neptune,1.1125
2517,Kepler-1722 b,Kepler-1722,1,1,Transit,2021,9.17856979,2.867,0.79,0.88,-0.2,772.283,2020s,Sub-Neptune,1.1139240506329113
2518,Kepler-1723 b,Kepler-1723,1,1,Transit,2021,39.75289917,2.88,1.01,0.96,-0.3,811.278,2020s,Sub-Neptune,0.9504950495049505
2519,Kepler-1724 b,Kepler-1724,1,1,Transit,2021,6.45442009,2.837,0.94,1.02,-0.22,1060.77,2020s,Sub-Neptune,1.0851063829787235
2520,Kepler-1725 b,Kepler-1725,1,1,Transit,2021,16.71990013,2.813,1.08,1.05,0.0,558.652,2020s,Sub-Neptune,0.9722222222222222
2521,Kepler-1726 b,Kepler-1726,1,1,Transit,2021,18.39629936,2.509,0.8,0.88,0.0,390.552,2020s,Sub-Neptune,1.0999999999999999
2522,Kepler-1727 b,Kepler-1727,1,1,Transit,2021,9.02929974,3.173,0.82,0.82,-0.12,894.187,2020s,Sub-Neptune,1.0
2523,Kepler-1728 b,Kepler-1728,1,1,Transit,2021,4.78299999,2.955,0.81,0.89,0.18,651.783,2020s,Sub-Neptune,1.0987654320987654
2524,Kepler-1729 b,Kepler-1729,1,1,Transit,2021,4.22097015,3.894,0.52,0.54,-0.06,576.181,2020s,Sub-Jovian,1.0384615384615385
2525,Kepler-173 b,Kepler-173,1,2,Transit,2014,4.263742,1.29,0.95,0.79,0.036,833.165,2010s,Super-Earth,0.8315789473684211
2526,Kepler-173 c,Kepler-173,1,2,Transit,2014,8.005777,2.43,0.95,0.79,0.036,833.165,2010s,Sub-Neptune,0.8315789473684211
2527,Kepler-1730 b,Kepler-1730,1,1,Transit,2021,13.81019974,4.485,1.14,1.01,-0.04,1427.08,2020s,Sub-Jovian,0.8859649122807018
2528,Kepler-1731 b,Kepler-1731,1,1,Transit,2021,21.76129913,2.933,0.72,0.78,0.0,169.948,2020s,Sub-Neptune,1.0833333333333335
2529,Kepler-1732 b,Kepler-1732,1,1,Transit,2021,32.31240082,4.099,1.49,1.04,0.04,1289.41,2020s,Sub-Jovian,0.697986577181208
2530,Kepler-1733 b,Kepler-1733,1,1,Transit,2021,9.22957993,3.636,1.25,1.27,0.24,2080.51,2020s,Sub-Jovian,1.016
2531,Kepler-1734 b,Kepler-1734,1,1,Transit,2021,6.7968502,3.089,0.97,1.05,-0.1,1482.83,2020s,Sub-Neptune,1.0824742268041239
2532,Kepler-1735 b,Kepler-1735,1,1,Transit,2021,7.71792984,1.194,0.51,0.54,-0.34,245.303,2020s,Super-Earth,1.0588235294117647
2533,Kepler-1736 b,Kepler-1736,1,1,Transit,2021,37.81029892,3.877,0.97,0.98,-0.28,1430.0,2020s,Sub-Jovian,1.0103092783505154
2534,Kepler-1738 b,Kepler-1738,1,1,Transit,2021,7.67463016,2.825,1.0,1.08,-0.02,1302.87,2020s,Sub-Neptune,1.08
2535,Kepler-1739 b,Kepler-1739,1,1,Transit,2021,7.34370995,2.431,0.76,0.86,-0.5,783.666,2020s,Sub-Neptune,1.131578947368421
2536,Kepler-174 b,Kepler-174,1,3,Transit,2014,13.98179,1.96,0.62,0.6,-0.44,384.757,2010s,Sub-Neptune,0.9677419354838709
2537,Kepler-174 c,Kepler-174,1,3,Transit,2014,44.000529,1.49,0.62,0.6,-0.44,384.757,2010s,Super-Earth,0.9677419354838709
2538,Kepler-174 d,Kepler-174,1,3,Transit,2014,247.35373,2.19,0.62,0.6,-0.44,384.757,2010s,Sub-Neptune,0.9677419354838709
2539,Kepler-1740 b,Kepler-1740,1,1,Transit,2021,8.17240047,3.323,0.91,0.94,-0.06,1061.77,2020s,Sub-Neptune,1.0329670329670328
2540,Kepler-1741 b,Kepler-1741,1,1,Transit,2021,2.75759006,1.273,0.42,0.45,-0.22,270.739,2020s,Super-Earth,1.0714285714285714
2541,Kepler-1742 b,Kepler-1742,1,1,Transit,2021,49.47819901,2.178,0.85,0.94,-0.18,669.573,2020s,Sub-Neptune,1.1058823529411765
2542,Kepler-1743 b,Kepler-1743,1,1,Transit,2021,7.64971018,1.599,1.61,1.27,0.4,538.807,2020s,Super-Earth,0.7888198757763975
2543,Kepler-1744 b,Kepler-1744,1,1,Transit,2021,37.10110092,3.768,0.85,0.89,-0.5,1091.63,2020s,Sub-Jovian,1.0470588235294118
2544,Kepler-1745 b,Kepler-1745,1,1,Transit,2021,3.01619005,1.929,1.4,0.99,0.16,996.105,2020s,Sub-Neptune,0.7071428571428572
2545,Kepler-1746 b,Kepler-1746,1,1,Transit,2021,321.2120056,8.935,1.29,1.09,0.06,979.541,2020s,Jovian,0.8449612403100776
2546,Kepler-1747 b,Kepler-1747,1,1,Transit,2021,6.23031998,4.265,0.86,0.98,0.21,1321.38,2020s,Sub-Jovian,1.1395348837209303
2547,Kepler-1748 b,Kepler-1748,1,1,Transit,2021,5.82352018,2.713,0.86,0.92,-0.22,1083.28,2020s,Sub-Neptune,1.0697674418604652
2548,Kepler-1749 b,Kepler-1749,1,1,Transit,2021,14.53409958,1.613,0.55,0.55,-0.16,268.2,2020s,Super-Earth,1.0
2549,Kepler-175 b,Kepler-175,1,2,Transit,2014,11.903515,2.56,1.01,1.12,0.1,1312.34,2010s,Sub-Neptune,1.108910891089109
2550,Kepler-175 c,Kepler-175,1,2,Transit,2014,34.035257,3.1,1.01,1.12,0.1,1312.34,2010s,Sub-Neptune,1.108910891089109
2551,Kepler-1750 b,Kepler-1750,1,1,Transit,2021,205.9120026,6.004,0.97,0.98,0.14,1497.33,2020s,Jovian,1.0103092783505154
2552,Kepler-1751 b,Kepler-1751,1,1,Transit,2021,7.01731014,1.824,0.97,0.97,-0.26,1291.47,2020s,Sub-Neptune,1.0
2553,Kepler-1752 b,Kepler-1752,1,1,Transit,2021,56.35850143,4.541,0.82,0.82,-0.2,962.888,2020s,Sub-Jovian,1.0
2554,Kepler-1753 b,Kepler-1753,1,1,Transit,2021,16.00460052,2.227,0.77,0.86,0.0,707.688,2020s,Sub-Neptune,1.1168831168831168
2555,Kepler-1754 b,Kepler-1754,1,1,Transit,2021,8.19594955,2.44,0.75,0.73,0.08,718.945,2020s,Sub-Neptune,0.9733333333333333
2556,Kepler-1755 b,Kepler-1755,1,1,Transit,2021,24.81209946,5.917,0.92,1.0,-0.26,982.383,2020s,Sub-Jovian,1.0869565217391304
2557,Kepler-1757 b,Kepler-1757,1,1,Transit,2021,19.65640068,2.947,0.74,0.83,-0.24,807.308,2020s,Sub-Neptune,1.1216216216216215
2558,Kepler-1758 b,Kepler-1758,1,1,Transit,2021,9.97721004,2.571,1.62,1.03,0.16,1588.41,2020s,Sub-Neptune,0.6358024691358024
2559,Kepler-1759 b,Kepler-1759,1,1,Transit,2021,3.7202301,0.904,0.8,0.76,-0.02,385.348,2020s,Terrestrial,0.95
2560,Kepler-176 b,Kepler-176,1,4,Transit,2014,5.433074,1.43,0.89,0.79,0.16,527.321,2010s,Super-Earth,0.8876404494382023
2561,Kepler-176 c,Kepler-176,1,4,Transit,2014,12.759712,2.6,0.89,0.79,0.16,527.321,2010s,Sub-Neptune,0.8876404494382023
2562,Kepler-176 d,Kepler-176,1,4,Transit,2014,25.751974,2.51,0.89,0.79,0.16,527.321,2010s,Sub-Neptune,0.8876404494382023
2563,Kepler-176 e,Kepler-176,1,4,Transit,2016,51.16579,1.45,0.83,0.87,0.03,527.321,2010s,Super-Earth,1.0481927710843375
2564,Kepler-1761 b,Kepler-1761,1,1,Transit,2021,4.04354,1.391,0.53,0.57,0.07,221.186,2020s,Super-Earth,1.0754716981132073
2565,Kepler-1762 b,Kepler-1762,1,1,Transit,2021,29.53910065,2.76,1.24,1.3,0.07,1663.74,2020s,Sub-Neptune,1.0483870967741935
2566,Kepler-1763 b,Kepler-1763,1,1,Transit,2021,1.48028004,1.147,1.26,1.03,0.02,756.486,2020s,Super-Earth,0.8174603174603174
2567,Kepler-1764 b,Kepler-1764,1,1,Transit,2021,70.46829987,4.555,1.13,1.16,-0.14,1542.48,2020s,Sub-Jovian,1.0265486725663717
2568,Kepler-1765 b,Kepler-1765,1,1,Transit,2021,10.41889954,2.495,1.06,0.95,0.04,764.456,2020s,Sub-Neptune,0.8962264150943395
2569,Kepler-1766 b,Kepler-1766,1,1,Transit,2021,105.0149994,2.279,1.04,0.92,-0.22,501.229,2020s,Sub-Neptune,0.8846153846153846
2570,Kepler-1767 b,Kepler-1767,1,1,Transit,2021,59.65829849,3.013,0.83,0.89,0.14,820.506,2020s,Sub-Neptune,1.072289156626506
2571,Kepler-1768 b,Kepler-1768,1,1,Transit,2021,15.13589954,2.233,1.57,1.24,0.14,632.766,2020s,Sub-Neptune,0.7898089171974522
2572,Kepler-1769 b,Kepler-1769,1,1,Transit,2021,89.1934967,4.465,1.29,1.06,-0.06,438.412,2020s,Sub-Jovian,0.8217054263565892
2573,Kepler-177 b,Kepler-177,1,2,Transit,2013,36.8601,3.5,1.32,0.92,-0.11,1435.44,2010s,Sub-Jovian,0.696969696969697
2574,Kepler-177 c,Kepler-177,1,2,Transit,2013,49.40926,8.73,1.32,0.92,-0.11,1435.44,2010s,Jovian,0.696969696969697
2575,Kepler-1770 b,Kepler-1770,1,1,Transit,2021,16.84189987,2.841,1.01,0.94,0.1,582.942,2020s,Sub-Neptune,0.9306930693069306
2576,Kepler-1771 b,Kepler-1771,1,1,Transit,2021,88.64399719,4.055,0.93,0.94,0.0,565.752,2020s,Sub-Jovian,1.010752688172043
2577,Kepler-1772 b,Kepler-1772,1,1,Transit,2021,3.21509004,2.686,0.93,0.94,0.12,871.564,2020s,Sub-Neptune,1.010752688172043
2578,Kepler-1773 b,Kepler-1773,1,1,Transit,2021,40.80970001,3.505,1.3,1.24,0.26,681.255,2020s,Sub-Jovian,0.9538461538461538
2579,Kepler-1774 b,Kepler-1774,1,1,Transit,2021,59.77080154,3.182,1.12,1.1,-0.02,816.592,2020s,Sub-Neptune,0.9821428571428571
2580,Kepler-1775 b,Kepler-1775,1,1,Transit,2021,85.65399933,3.648,1.65,1.15,0.24,657.023,2020s,Sub-Jovian,0.6969696969696969
2581,Kepler-1776 b,Kepler-1776,1,1,Transit,2021,35.01190186,2.612,1.15,1.04,0.1,690.336,2020s,Sub-Neptune,0.9043478260869566
2582,Kepler-1777 b,Kepler-1777,1,1,Transit,2021,12.18420029,2.132,1.07,0.98,0.06,619.146,2020s,Sub-Neptune,0.9158878504672896
2583,Kepler-1778 b,Kepler-1778,1,1,Transit,2021,10.08740044,3.017,1.09,1.14,-0.06,1276.29,2020s,Sub-Neptune,1.0458715596330272
2584,Kepler-1779 b,Kepler-1779,1,1,Transit,2021,16.34359932,3.033,1.06,1.01,0.16,908.501,2020s,Sub-Neptune,0.9528301886792453
2585,Kepler-178 b,Kepler-178,1,3,Transit,2014,9.576694,2.9,1.07,0.94,0.18,716.025,2010s,Sub-Neptune,0.8785046728971961
2586,Kepler-178 c,Kepler-178,1,3,Transit,2014,20.552802,2.88,1.07,0.94,0.18,716.025,2010s,Sub-Neptune,0.8785046728971961
2587,Kepler-178 d,Kepler-178,1,3,Transit,2014,96.678988,3.95,1.07,0.94,0.18,716.025,2010s,Sub-Jovian,0.8785046728971961
2588,Kepler-1780 b,Kepler-1780,1,1,Transit,2021,109.4449997,3.606,0.87,0.87,0.0,790.516,2020s,Sub-Jovian,1.0
2589,Kepler-1781 b,Kepler-1781,1,1,Transit,2021,4.88752985,2.381,0.96,1.05,0.44,962.63,2020s,Sub-Neptune,1.09375
2590,Kepler-1782 b,Kepler-1782,1,1,Transit,2021,5.75622988,2.229,0.73,0.79,0.0,305.792,2020s,Sub-Neptune,1.082191780821918
2591,Kepler-1783 b,Kepler-1783,1,1,Transit,2021,8.27744007,1.319,1.78,0.89,-0.16,264.078,2020s,Super-Earth,0.5
2592,Kepler-1784 b,Kepler-1784,1,1,Transit,2021,13.59049988,2.799,0.97,0.89,0.1,883.045,2020s,Sub-Neptune,0.9175257731958764
2593,Kepler-1785 b,Kepler-1785,1,1,Transit,2021,19.58550072,2.704,1.0,0.91,0.0,745.74,2020s,Sub-Neptune,0.91
2594,Kepler-1786 b,Kepler-1786,1,1,Transit,2021,78.5460968,3.163,1.4,1.06,0.14,863.909,2020s,Sub-Neptune,0.7571428571428572
2595,Kepler-1787 b,Kepler-1787,1,1,Transit,2021,39.31370163,2.319,0.93,1.01,-0.22,778.602,2020s,Sub-Neptune,1.086021505376344
2596,Kepler-1788 b,Kepler-1788,1,1,Transit,2021,2.80012011,2.379,0.7,0.69,-0.2,560.445,2020s,Sub-Neptune,0.9857142857142857
2597,Kepler-1789 b,Kepler-1789,1,1,Transit,2021,80.23190308,2.831,0.89,0.92,0.12,611.461,2020s,Sub-Neptune,1.0337078651685394
2598,Kepler-179 b,Kepler-179,1,2,Transit,2014,2.735926,1.64,0.76,0.84,0.123,605.68,2010s,Super-Earth,1.1052631578947367
2599,Kepler-179 c,Kepler-179,1,2,Transit,2014,6.40013,2.0,0.76,0.84,0.123,605.68,2010s,Sub-Neptune,1.1052631578947367
2600,Kepler-1790 b,Kepler-1790,1,1,Transit,2021,31.58889961,3.145,1.37,1.02,0.0,1070.17,2020s,Sub-Neptune,0.7445255474452555
2601,Kepler-1791 b,Kepler-1791,1,1,Transit,2021,7.72086,3.121,1.18,0.98,-0.06,602.218,2020s,Sub-Neptune,0.8305084745762712
2602,Kepler-1792 b,Kepler-1792,1,1,Transit,2021,4.1957798,2.52,1.0,0.88,0.32,601.029,2020s,Sub-Neptune,0.88
2603,Kepler-1793 b,Kepler-1793,1,1,Transit,2021,8.77999973,3.79,0.76,0.85,-0.06,1189.88,2020s,Sub-Jovian,1.118421052631579
2604,Kepler-1794 b,Kepler-1794,1,1,Transit,2021,9.76298046,1.794,0.82,0.77,0.02,561.229,2020s,Sub-Neptune,0.9390243902439025
2605,Kepler-1796 b,Kepler-1796,1,1,Transit,2021,29.4557991,2.75,0.95,1.02,-0.16,825.883,2020s,Sub-Neptune,1.0736842105263158
2606,Kepler-1797 b,Kepler-1797,1,1,Transit,2021,23.3593998,3.058,1.01,1.07,-0.2,1338.49,2020s,Sub-Neptune,1.0594059405940595
2607,Kepler-1798 b,Kepler-1798,1,1,Transit,2021,16.85589981,2.309,0.59,0.59,0.06,395.196,2020s,Sub-Neptune,1.0
2608,Kepler-1799 b,Kepler-1799,1,1,Transit,2021,11.9296999,4.128,0.92,1.02,0.0,2254.69,2020s,Sub-Jovian,1.108695652173913
2609,Kepler-18 b,Kepler-18,1,3,Transit,2011,3.504725,2.0,1.11,0.97,0.19,433.047,2010s,Sub-Neptune,0.8738738738738737
2610,Kepler-18 c,Kepler-18,1,3,Transit,2011,7.64159,5.49,1.11,0.97,0.19,433.047,2010s,Sub-Jovian,0.8738738738738737
2611,Kepler-18 d,Kepler-18,1,3,Transit,2011,14.85888,6.98,1.11,0.97,0.19,433.047,2010s,Jovian,0.8738738738738737
2612,Kepler-180 b,Kepler-180,1,2,Transit,2014,13.817124,1.5,1.06,0.95,0.03,695.65,2010s,Super-Earth,0.8962264150943395
2613,Kepler-180 c,Kepler-180,1,2,Transit,2014,41.885775,3.01,1.06,0.95,0.03,695.65,2010s,Sub-Neptune,0.8962264150943395
2614,Kepler-1800 b,Kepler-1800,1,1,Transit,2021,4.56202984,0.997,2.51,1.33,0.08,350.455,2020s,Terrestrial,0.5298804780876495
2615,Kepler-1801 b,Kepler-1801,1,1,Transit,2021,10.44089985,2.709,0.98,0.94,-0.06,839.332,2020s,Sub-Neptune,0.9591836734693877
2616,Kepler-1802 b,Kepler-1802,1,2,Transit,2021,15.45020008,1.671,0.64,0.65,0.0,636.694,2020s,Super-Earth,1.015625
2617,Kepler-1802 c,Kepler-1802,1,2,Transit,2021,33.13610077,2.322,0.64,0.65,0.0,636.694,2020s,Sub-Neptune,1.015625
2618,Kepler-1804 b,Kepler-1804,1,1,Transit,2021,12.28849983,1.596,1.67,0.93,0.1,434.456,2020s,Super-Earth,0.5568862275449102
2619,Kepler-1805 b,Kepler-1805,1,1,Transit,2021,8.84794045,1.545,0.55,0.58,0.1,221.639,2020s,Super-Earth,1.0545454545454545
2620,Kepler-1806 b,Kepler-1806,1,1,Transit,2021,9.03332043,2.356,0.79,0.88,-0.04,978.066,2020s,Sub-Neptune,1.1139240506329113
2621,Kepler-1807 b,Kepler-1807,1,1,Transit,2021,10.86060047,2.704,1.5,1.09,-0.36,1299.32,2020s,Sub-Neptune,0.7266666666666667
2622,Kepler-1808 b,Kepler-1808,1,1,Transit,2021,23.3404007,3.025,0.89,0.77,-0.34,1022.01,2020s,Sub-Neptune,0.8651685393258427
2623,Kepler-1809 b,Kepler-1809,1,1,Transit,2021,3.7572999,1.513,0.72,0.81,0.04,409.602,2020s,Super-Earth,1.1250000000000002
2624,Kepler-181 b,Kepler-181,1,2,Transit,2014,3.137873,1.27,0.75,0.85,-0.023,609.283,2010s,Super-Earth,1.1333333333333333
2625,Kepler-181 c,Kepler-181,1,2,Transit,2014,4.302149,1.99,0.75,0.85,-0.023,609.283,2010s,Sub-Neptune,1.1333333333333333
2626,Kepler-1810 b,Kepler-1810,1,1,Transit,2021,101.1330032,3.918,1.02,0.92,0.16,1009.87,2020s,Sub-Jovian,0.9019607843137255
2627,Kepler-1811 b,Kepler-1811,1,1,Transit,2021,76.42230225,3.848,1.19,0.95,0.16,1390.56,2020s,Sub-Jovian,0.7983193277310925
2628,Kepler-1812 b,Kepler-1812,1,1,Transit,2021,7.16521978,2.325,1.1,1.16,0.1,1409.19,2020s,Sub-Neptune,1.0545454545454545
2629,Kepler-1814 b,Kepler-1814,1,1,Transit,2021,2.93535996,2.37,0.82,0.79,0.2,726.346,2020s,Sub-Neptune,0.9634146341463415
2630,Kepler-1815 b,Kepler-1815,1,1,Transit,2021,12.19139957,2.749,0.97,0.86,-0.06,1006.63,2020s,Sub-Neptune,0.8865979381443299
2631,Kepler-1816 b,Kepler-1816,1,1,Transit,2021,91.50099945,1.968,0.71,0.79,-0.24,437.823,2020s,Sub-Neptune,1.1126760563380282
2632,Kepler-1817 b,Kepler-1817,1,1,Transit,2021,44.29919815,2.273,0.92,0.88,0.16,748.569,2020s,Sub-Neptune,0.9565217391304347
2633,Kepler-1818 b,Kepler-1818,1,1,Transit,2021,4.64490986,1.714,1.13,1.02,-0.08,1034.59,2020s,Super-Earth,0.9026548672566372
2634,Kepler-1819 b,Kepler-1819,1,1,Transit,2021,16.48690033,3.904,1.07,1.17,0.21,1363.19,2020s,Sub-Jovian,1.0934579439252334
2635,Kepler-182 b,Kepler-182,1,2,Transit,2014,9.825792,2.58,1.15,1.16,0.072,1549.09,2010s,Sub-Neptune,1.008695652173913
2636,Kepler-182 c,Kepler-182,1,2,Transit,2014,20.684342,3.43,1.15,1.16,0.072,1549.09,2010s,Sub-Neptune,1.008695652173913
2637,Kepler-1820 b,Kepler-1820,1,1,Transit,2021,31.03249931,3.119,0.93,1.05,0.07,1425.39,2020s,Sub-Neptune,1.129032258064516
2638,Kepler-1821 b,Kepler-1821,1,1,Transit,2021,16.45809937,2.592,0.88,0.95,0.14,799.699,2020s,Sub-Neptune,1.0795454545454546
2639,Kepler-1822 b,Kepler-1822,1,1,Transit,2021,22.13339996,2.648,0.7,0.78,-0.32,897.597,2020s,Sub-Neptune,1.1142857142857143
2640,Kepler-1823 b,Kepler-1823,1,1,Transit,2021,21.10339928,2.086,1.13,1.07,0.06,724.971,2020s,Sub-Neptune,0.9469026548672568
2641,Kepler-1824 b,Kepler-1824,1,1,Transit,2021,95.61100006,2.381,1.08,1.14,0.2,1040.1,2020s,Sub-Neptune,1.0555555555555554
2642,Kepler-1825 b,Kepler-1825,1,1,Transit,2021,1.02586997,1.422,0.85,0.83,0.14,430.254,2020s,Super-Earth,0.9764705882352941
2643,Kepler-1826 b,Kepler-1826,1,1,Transit,2021,1.61536002,1.475,0.49,0.49,-0.28,336.952,2020s,Super-Earth,1.0
2644,Kepler-1827 b,Kepler-1827,1,1,Transit,2021,3.70061994,1.856,1.4,0.92,0.08,686.461,2020s,Sub-Neptune,0.6571428571428573
2645,Kepler-1828 b,Kepler-1828,1,1,Transit,2021,10.2737999,2.116,0.9,1.0,-0.04,871.81,2020s,Sub-Neptune,1.1111111111111112
2646,Kepler-1829 b,Kepler-1829,1,1,Transit,2021,5.18671989,2.479,0.78,0.87,0.0,679.921,2020s,Sub-Neptune,1.1153846153846154
2647,Kepler-183 b,Kepler-183,1,2,Transit,2014,5.687945,2.06,0.96,0.94,0.101,1050.64,2010s,Sub-Neptune,0.9791666666666666
2648,Kepler-183 c,Kepler-183,1,2,Transit,2014,11.637071,2.27,0.96,0.94,0.101,1050.64,2010s,Sub-Neptune,0.9791666666666666
2649,Kepler-1830 b,Kepler-1830,1,1,Transit,2021,56.49330139,3.33,2.05,1.44,0.24,1056.88,2020s,Sub-Neptune,0.702439024390244
2650,Kepler-1831 b,Kepler-1831,1,1,Transit,2021,5.78387022,1.97,1.01,1.12,0.07,1053.49,2020s,Sub-Neptune,1.108910891089109
2651,Kepler-1832 b,Kepler-1832,1,1,Transit,2021,3.13878989,1.227,0.72,0.68,-0.54,486.174,2020s,Super-Earth,0.9444444444444445
2652,Kepler-1833 b,Kepler-1833,1,1,Transit,2021,6.8921299,1.3,1.45,1.29,0.38,591.602,2020s,Super-Earth,0.8896551724137931
2653,Kepler-1834 b,Kepler-1834,1,1,Transit,2021,4.60301018,1.459,0.79,0.77,0.16,500.395,2020s,Super-Earth,0.9746835443037974
2654,Kepler-1835 b,Kepler-1835,1,1,Transit,2021,11.96409988,3.534,0.96,0.92,-0.26,1404.38,2020s,Sub-Jovian,0.9583333333333334
2655,Kepler-1836 b,Kepler-1836,1,1,Transit,2021,5.25416994,2.553,0.99,1.05,-0.14,1472.62,2020s,Sub-Neptune,1.0606060606060606
2656,Kepler-1837 b,Kepler-1837,1,1,Transit,2021,5.90608978,2.067,0.96,1.05,-0.02,1229.18,2020s,Sub-Neptune,1.09375
2657,Kepler-1838 b,Kepler-1838,1,1,Transit,2021,12.14680004,1.66,1.96,1.19,0.04,451.242,2020s,Super-Earth,0.6071428571428571
2658,Kepler-1839 b,Kepler-1839,1,1,Transit,2021,5.05675983,1.949,0.94,1.03,-0.04,1136.6,2020s,Sub-Neptune,1.095744680851064
2659,Kepler-184 b,Kepler-184,1,3,Transit,2014,10.687576,2.36,0.87,0.97,-0.196,610.326,2010s,Sub-Neptune,1.1149425287356323
2660,Kepler-184 c,Kepler-184,1,3,Transit,2014,20.303005,1.97,0.87,0.97,-0.196,610.326,2010s,Sub-Neptune,1.1149425287356323
2661,Kepler-184 d,Kepler-184,1,3,Transit,2014,29.022358,2.49,0.87,0.97,-0.196,610.326,2010s,Sub-Neptune,1.1149425287356323
2662,Kepler-1840 b,Kepler-1840,1,1,Transit,2021,131.1900024,2.778,0.8,0.77,0.14,513.107,2020s,Sub-Neptune,0.9625
2663,Kepler-1841 b,Kepler-1841,1,1,Transit,2021,25.88599968,1.489,0.9,0.82,0.12,631.7,2020s,Super-Earth,0.911111111111111
2664,Kepler-1842 b,Kepler-1842,1,1,Transit,2021,14.02639961,2.354,1.13,1.06,0.06,923.551,2020s,Sub-Neptune,0.9380530973451329
2665,Kepler-1843 b,Kepler-1843,1,1,Transit,2021,25.54339981,2.709,1.78,1.02,0.02,784.625,2020s,Sub-Neptune,0.5730337078651685
2666,Kepler-1844 b,Kepler-1844,1,1,Transit,2021,3.92451,3.036,0.85,0.94,-0.18,1804.36,2020s,Sub-Neptune,1.1058823529411765
2667,Kepler-1845 b,Kepler-1845,1,1,Transit,2021,11.60649967,2.438,0.7,0.69,-0.14,710.724,2020s,Sub-Neptune,0.9857142857142857
2668,Kepler-1846 b,Kepler-1846,1,1,Transit,2021,14.82009983,1.764,0.73,0.79,0.08,374.615,2020s,Sub-Neptune,1.082191780821918
2669,Kepler-1847 b,Kepler-1847,1,1,Transit,2021,11.12969971,2.745,0.96,1.04,-0.18,1693.86,2020s,Sub-Neptune,1.0833333333333335
